Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,profit,Rating
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,06/09/2019,15:33,Ewallet,9.7550222,4.1
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,652.299,06/06/2019,16:50,Ewallet,4.936357802,6.6
330-78-5096,C,Naypyitaw,Normal,Male,Sports and travel,89.27,4,17.854,374.934,18/06/2019,17:24,Cash,10.2849153,7.6
408-19-3265,B,Naypyitaw,Member,Male,Health and beauty,14.03,3,2.1045,44.1945,17/06/2019,16:28,Credit card,6.273871037,5.1
187-23-4198,A,Naypyitaw,Member,Female,Sports and travel,49.87,7,17.4545,366.5445,30/08/2019,10:02,Credit card,42.66312153,4.5
809-51-7887,C,Yangon,Member,Male,Food and beverages,37.11,4,7.422,155.862,17/05/2019,12:43,Ewallet,19.61035499,5.9
977-83-4629,C,Naypyitaw,Member,Female,Food and beverages,25.85,2,2.585,54.285,06/08/2019,11:15,Credit card,9.58797195,8.1
588-41-1428,C,Yangon,Member,Female,Home and lifestyle,30.78,9,13.851,290.871,28/06/2019,10:40,Ewallet,28.01658695,5.9
191-64-7831,A,Yangon,Member,Female,Fashion accessories,46.96,5,11.74,246.54,04/04/2019,13:49,Credit card,17.90286982,5.2
876-95-7783,A,Naypyitaw,Normal,Male,Health and beauty,75.31,5,18.8275,395.3775,14/05/2019,14:42,Credit card,33.64,8.3
869-68-6219,A,Yangon,Normal,Female,Sports and travel,49.9,5,12.475,261.975,15/07/2019,13:22,Credit card,19.88,6.3
535-37-4937,A,Naypyitaw,Member,Female,Food and beverages,72.7,3,10.905,229.005,05/06/2019,13:40,Credit card,18.39382539,4.7
158-43-9032,C,Naypyitaw,Member,Male,Health and beauty,83.26,5,20.815,437.115,22/04/2019,10:17,Credit card,28.06051909,9
159-74-1892,A,Mandalay,Normal,Female,Health and beauty,31.42,6,9.426,197.946,20/08/2019,10:26,Ewallet,19.71,9.8
231-12-9961,A,Mandalay,Normal,Female,Home and lifestyle,58.27,7,20.3945,428.2845,13/01/2019,15:45,Cash,32.09,5.1
640-74-9101,A,Naypyitaw,Normal,Female,Sports and travel,44.67,6,13.401,281.421,30/08/2019,11:32,Ewallet,25.93,8
330-26-4510,A,Naypyitaw,Normal,Male,Sports and travel,28.88,3,4.332,90.972,03/09/2019,10:44,Credit card,7.63,6.5
389-22-2851,C,Yangon,Normal,Male,Home and lifestyle,40,1,2,42,18/06/2019,13:11,Ewallet,1.31,8
997-12-4287,C,Naypyitaw,Member,Female,Fashion accessories,11.3,5,2.825,59.325,17/06/2019,10:23,Credit card,5.207456478,9.1
583-55-6207,A,Naypyitaw,Normal,Male,Food and beverages,92.53,1,4.6265,97.1565,13/02/2019,13:00,Cash,3.91,8.9
109-30-5064,C,Mandalay,Normal,Female,Fashion accessories,33.62,9,15.129,317.709,17/02/2019,16:54,Credit card,7.4,5.6
415-40-2969,A,Naypyitaw,Member,Male,Sports and travel,77.45,5,19.3625,406.6125,19/12/2019,13:45,Cash,19.94781063,8.1
919-78-5485,B,Naypyitaw,Member,Female,Sports and travel,52.92,4,10.584,222.264,21/02/2019,14:50,Ewallet,23.10553693,9.6
713-34-5950,A,Naypyitaw,Normal,Male,Food and beverages,83.3,10,41.65,874.65,04/10/2019,19:14,Ewallet,22.33,6.1
570-96-6835,A,Mandalay,Member,Female,Home and lifestyle,48.42,8,19.368,406.728,27/09/2019,19:44,Cash,45.81950409,5.1
797-18-1222,C,Mandalay,Member,Male,Fashion accessories,18.68,3,2.802,58.842,28/09/2019,19:08,Credit card,3.393474166,9.3
954-66-5028,B,Mandalay,Member,Female,Health and beauty,94.36,3,14.154,297.234,03/08/2019,15:57,Ewallet,10.73249665,4.2
474-98-8458,A,Naypyitaw,Member,Male,Fashion accessories,61.46,5,15.365,322.665,27/06/2019,10:43,Credit card,22.16724274,7.6
795-46-3797,C,Naypyitaw,Member,Female,Home and lifestyle,63.57,5,15.8925,333.7425,27/12/2019,13:55,Credit card,25.46918245,5.1
841-58-8621,C,Naypyitaw,Member,Male,Fashion accessories,99.99,4,19.998,419.958,21/02/2019,17:13,Cash,9.161059075,6.7
706-61-5941,A,Naypyitaw,Member,Male,Food and beverages,57.32,4,11.464,240.744,31/10/2019,18:10,Credit card,24.90015514,9.5
185-56-2465,A,Mandalay,Member,Male,Health and beauty,42.75,8,17.1,359.1,25/10/2019,18:15,Cash,15.34480258,4.9
325-84-1162,C,Mandalay,Normal,Female,Electronic accessories,75.5,7,26.425,554.925,27/01/2019,16:36,Cash,2.26,5.9
373-91-6061,C,Yangon,Member,Male,Health and beauty,65.91,9,29.6595,622.8495,07/01/2019,15:15,Ewallet,48.54749476,7.5
981-96-8868,A,Yangon,Normal,Female,Home and lifestyle,47.93,4,9.586,201.306,06/04/2019,12:10,Ewallet,5.2,4.6
708-58-9261,C,Mandalay,Member,Male,Electronic accessories,72.78,1,3.639,76.419,04/05/2019,10:58,Credit card,3.825078144,4.6
410-10-2035,B,Mandalay,Member,Female,Sports and travel,49.89,6,14.967,314.307,11/01/2019,14:48,Cash,6.230196205,6.4
490-45-2785,C,Yangon,Member,Male,Food and beverages,59.05,5,14.7625,310.0125,24/07/2019,10:23,Ewallet,15.35660748,5.1
117-92-8959,C,Yangon,Member,Female,Health and beauty,27.06,6,8.118,170.478,11/04/2019,18:08,Cash,19.53770756,6.2
339-19-5231,A,Mandalay,Member,Male,Electronic accessories,31.43,1,1.5715,33.0015,12/06/2019,14:49,Cash,7.427174467,6.5
417-31-5337,B,Mandalay,Normal,Male,Food and beverages,97.62,3,14.643,307.503,28/08/2019,15:26,Cash,13.61,10
881-13-7796,B,Yangon,Member,Female,Food and beverages,71.42,9,32.139,674.919,02/08/2019,12:28,Ewallet,13.71479244,5.1
309-28-9368,C,Naypyitaw,Member,Male,Health and beauty,51.45,3,7.7175,162.0675,29/11/2019,13:44,Ewallet,8.22069811,4.4
685-98-9865,C,Naypyitaw,Member,Male,Electronic accessories,22.64,5,5.66,118.86,20/07/2019,19:38,Ewallet,11.49026018,7.1
970-27-2219,C,Yangon,Member,Female,Home and lifestyle,26.66,1,1.333,27.993,04/05/2019,19:30,Credit card,2.933592152,8.3
472-93-3444,A,Naypyitaw,Normal,Female,Fashion accessories,46.55,7,16.2925,342.1425,18/08/2019,16:48,Cash,32.23,7.4
756-43-6643,C,Naypyitaw,Member,Male,Sports and travel,35.32,7,12.362,259.602,31/10/2019,13:00,Credit card,14.82377591,9.7
939-89-8129,C,Yangon,Member,Male,Fashion accessories,64.62,6,19.386,407.106,26/09/2019,17:26,Ewallet,37.77598481,7
565-85-3312,C,Yangon,Member,Male,Food and beverages,66.7,7,23.345,490.245,21/03/2019,15:55,Cash,9.770951805,8.1
346-18-6940,C,Yangon,Normal,Male,Electronic accessories,37.25,7,13.0375,273.7875,17/01/2019,14:38,Credit card,3.34,6.6
948-79-7554,A,Yangon,Normal,Male,Sports and travel,50.1,10,25.05,526.05,23/05/2019,10:28,Credit card,2.86,4.3
829-81-5484,B,Naypyitaw,Member,Female,Home and lifestyle,58.75,7,20.5625,431.8125,13/10/2019,20:39,Credit card,22.67330217,7.2
188-24-7711,B,Naypyitaw,Member,Female,Electronic accessories,86.84,9,39.078,820.638,07/11/2019,13:46,Credit card,32.59980678,7.1
929-29-8142,A,Yangon,Normal,Male,Fashion accessories,75.39,2,7.539,158.319,20/02/2019,10:36,Ewallet,7.26,4.7
599-30-9131,A,Naypyitaw,Normal,Male,Fashion accessories,33.41,8,13.364,280.644,11/05/2019,19:53,Cash,8.13,9.4
213-94-7710,C,Mandalay,Member,Female,Food and beverages,22.98,4,4.596,96.516,05/09/2019,13:57,Credit card,14.38351637,6.9
174-27-7478,B,Naypyitaw,Member,Male,Home and lifestyle,23.95,2,2.395,50.295,15/11/2019,10:22,Credit card,4.056516133,7.4
928-80-9940,C,Naypyitaw,Normal,Male,Sports and travel,80.98,8,32.392,680.232,17/07/2019,17:29,Cash,53.05,5.2
493-84-4739,C,Naypyitaw,Member,Male,Electronic accessories,56.2,9,25.29,531.09,18/07/2019,19:44,Credit card,42.75065824,6.6
633-14-3703,B,Naypyitaw,Normal,Female,Fashion accessories,22.85,9,10.2825,215.9325,11/05/2019,18:42,Ewallet,8.64,5.5
571-30-9310,A,Yangon,Normal,Male,Fashion accessories,93.97,2,9.397,197.337,06/11/2019,19:57,Ewallet,14.22,5.3
405-93-9675,C,Yangon,Member,Male,Health and beauty,97.63,7,34.1705,717.5805,17/05/2019,13:01,Ewallet,22.91716369,5.4
739-47-2203,B,Naypyitaw,Normal,Female,Food and beverages,74.36,5,18.59,390.39,28/09/2019,20:01,Ewallet,6.3,6.2
845-73-4150,C,Mandalay,Member,Male,Fashion accessories,32.9,4,6.58,138.18,07/01/2019,18:19,Credit card,6.580240549,8.4
970-37-9307,C,Yangon,Normal,Female,Food and beverages,70.07,5,17.5175,367.8675,12/11/2019,13:07,Credit card,20.15,4.7
875-80-3473,C,Yangon,Member,Female,Health and beauty,68.39,8,27.356,574.476,19/05/2019,12:52,Cash,57.27842312,8.4
155-67-2001,C,Naypyitaw,Normal,Female,Home and lifestyle,29.71,7,10.3985,218.3685,18/01/2019,14:28,Ewallet,13.13,5
267-62-2306,B,Yangon,Member,Male,Fashion accessories,27.62,2,2.762,58.002,24/03/2019,13:46,Credit card,3.307106394,5.9
719-98-5400,A,Mandalay,Normal,Female,Food and beverages,40.23,8,16.092,337.932,01/12/2019,20:23,Cash,3.82,5.8
305-23-1623,C,Mandalay,Member,Male,Home and lifestyle,18.01,4,3.602,75.642,19/05/2019,19:40,Credit card,9.338784738,6.3
205-89-2352,C,Yangon,Normal,Male,Home and lifestyle,77.32,4,15.464,324.744,16/11/2019,20:35,Credit card,27.56,8.7
476-95-3851,A,Naypyitaw,Member,Male,Health and beauty,72.42,3,10.863,228.123,06/07/2019,18:37,Credit card,26.3380792,4.4
303-81-4356,C,Yangon,Normal,Female,Food and beverages,68.44,2,6.844,143.724,16/10/2019,13:50,Ewallet,10.29,5.6
618-68-6138,A,Naypyitaw,Member,Male,Home and lifestyle,79.91,9,35.9595,755.1495,05/11/2019,20:13,Ewallet,30.92136933,7.9
152-47-7021,A,Naypyitaw,Normal,Female,Food and beverages,57.2,7,20.02,420.42,02/08/2019,19:48,Ewallet,5.2,4.5
743-47-6784,A,Yangon,Member,Female,Fashion accessories,19.88,10,9.94,208.74,24/01/2019,14:42,Credit card,11.49891714,7.6
111-73-6980,A,Mandalay,Normal,Male,Fashion accessories,99.89,3,14.9835,314.6535,04/06/2019,20:31,Credit card,21.44,8.6
747-44-6126,C,Yangon,Member,Female,Fashion accessories,44.74,6,13.422,281.862,22/10/2019,14:14,Credit card,25.84007222,6.5
146-31-3192,C,Yangon,Member,Male,Home and lifestyle,46.87,3,7.0305,147.6405,14/02/2019,14:29,Cash,16.20659467,7.4
215-77-3610,A,Naypyitaw,Member,Female,Health and beauty,19.01,10,9.505,199.605,25/12/2019,12:44,Credit card,6.269380062,8.4
653-14-5408,A,Yangon,Member,Female,Fashion accessories,72.3,2,7.23,151.83,24/03/2019,16:24,Credit card,15.20265681,4.8
376-38-5316,B,Naypyitaw,Normal,Female,Food and beverages,77.1,9,34.695,728.595,09/03/2019,14:41,Credit card,43.2,7.5
343-24-6531,A,Naypyitaw,Normal,Female,Food and beverages,23.7,2,2.37,49.77,02/07/2019,14:42,Ewallet,2.67,9.1
339-44-9352,B,Yangon,Normal,Male,Sports and travel,22.25,8,8.9,186.9,14/12/2019,11:30,Credit card,17.34,6
143-68-2436,C,Yangon,Member,Male,Sports and travel,90.18,4,18.036,378.756,08/10/2019,14:04,Credit card,8.551065566,9.3
581-26-8645,B,Yangon,Member,Female,Sports and travel,10.3,9,4.635,97.335,04/01/2019,13:56,Credit card,4.828610289,7.3
459-97-4167,A,Naypyitaw,Member,Female,Fashion accessories,88.08,10,44.04,924.84,23/07/2019,16:04,Credit card,26.80157634,9.7
887-31-5840,A,Mandalay,Member,Female,Electronic accessories,50.49,9,22.7205,477.1305,06/03/2019,20:51,Ewallet,12.55668885,7.8
760-17-4838,A,Yangon,Member,Male,Fashion accessories,66.53,9,29.9385,628.7085,16/03/2019,13:19,Cash,53.50706538,9.7
486-43-4962,C,Naypyitaw,Member,Female,Health and beauty,31.05,4,6.21,130.41,28/05/2019,20:43,Ewallet,8.308285865,4.6
968-97-3869,C,Yangon,Normal,Male,Fashion accessories,82.75,5,20.6875,434.4375,30/05/2019,12:07,Ewallet,41.07,6.8
818-63-1440,B,Yangon,Member,Female,Fashion accessories,94.52,7,33.082,694.722,18/02/2019,19:05,Ewallet,9.41159041,5.9
706-48-9886,C,Naypyitaw,Normal,Female,Food and beverages,83.33,3,12.4995,262.4895,30/06/2019,10:33,Credit card,1.61,8.1
202-51-8200,A,Mandalay,Member,Female,Electronic accessories,80.55,4,16.11,338.31,02/08/2019,13:08,Cash,24.16425049,9.9
615-47-6566,A,Yangon,Member,Female,Fashion accessories,66.31,10,33.155,696.255,08/01/2019,13:23,Ewallet,57.33650356,4.2
743-59-1794,A,Yangon,Normal,Male,Sports and travel,75.55,4,15.11,317.31,08/01/2019,11:36,Credit card,16,5.2
665-37-5387,B,Naypyitaw,Member,Male,Home and lifestyle,98.54,1,4.927,103.467,20/07/2019,18:43,Credit card,14.74731423,8.7
129-41-3474,C,Naypyitaw,Normal,Male,Fashion accessories,38.48,3,5.772,121.212,08/05/2019,13:48,Credit card,6.3,4.4
758-48-7769,C,Naypyitaw,Normal,Female,Health and beauty,87.72,7,30.702,644.742,06/05/2019,13:22,Cash,53.42,7.5
979-18-9615,C,Yangon,Member,Male,Food and beverages,22.24,9,10.008,210.168,13/04/2019,16:43,Credit card,7.933863091,9.7
226-30-6347,A,Naypyitaw,Member,Female,Food and beverages,71.22,2,7.122,149.562,24/02/2019,20:48,Ewallet,7.390716013,9.2
931-10-6997,C,Yangon,Member,Male,Home and lifestyle,81.72,7,28.602,600.642,28/11/2019,20:29,Credit card,58.75715772,5.7
453-65-8792,B,Yangon,Normal,Male,Sports and travel,67.47,2,6.747,141.687,05/11/2019,12:25,Ewallet,12.78,9.4
330-88-3672,B,Yangon,Member,Male,Home and lifestyle,30.36,8,12.144,255.024,29/12/2019,10:50,Cash,5.263872908,8.2
569-47-2003,A,Yangon,Normal,Male,Fashion accessories,81.81,7,28.6335,601.3035,14/09/2019,15:31,Credit card,52.59,4.6
684-22-4084,B,Naypyitaw,Member,Male,Fashion accessories,75.89,8,30.356,637.476,28/09/2019,10:41,Credit card,15.03494896,4.3
975-69-8391,B,Yangon,Member,Male,Health and beauty,85.51,9,38.4795,808.0695,16/07/2019,10:38,Ewallet,42.17737876,8.8
562-45-4465,A,Mandalay,Normal,Female,Electronic accessories,25.86,2,2.586,54.306,25/08/2019,19:17,Ewallet,1.65,8.8
608-94-4725,A,Yangon,Normal,Male,Fashion accessories,44.65,1,2.2325,46.8825,17/12/2019,13:26,Credit card,3,7.4
596-59-6232,B,Naypyitaw,Normal,Male,Sports and travel,66.88,8,26.752,561.792,30/03/2019,20:03,Ewallet,18.56,5.2
512-93-1436,C,Yangon,Member,Female,Sports and travel,43.73,2,4.373,91.833,18/10/2019,18:53,Ewallet,0.637535598,4
115-16-1026,A,Yangon,Member,Female,Food and beverages,24.49,8,9.796,205.716,14/08/2019,16:26,Credit card,3.032834095,7.4
284-37-4069,C,Mandalay,Member,Male,Home and lifestyle,99.05,9,44.5725,936.0225,11/12/2019,16:54,Credit card,66.52190607,9.9
287-85-2968,C,Yangon,Normal,Female,Home and lifestyle,26.06,6,7.818,164.178,02/02/2019,17:54,Ewallet,15.7,4.1
235-13-9877,A,Naypyitaw,Normal,Male,Home and lifestyle,46.82,2,4.682,98.322,21/08/2019,19:09,Credit card,6.9,6.4
997-46-6548,B,Naypyitaw,Normal,Female,Food and beverages,25.17,3,3.7755,79.2855,11/01/2019,20:21,Ewallet,3.67,9.9
983-82-9774,C,Yangon,Normal,Female,Food and beverages,55.56,6,16.668,350.028,14/08/2019,18:45,Ewallet,10.18,6.8
351-94-8618,C,Mandalay,Member,Female,Home and lifestyle,13.82,8,5.528,116.088,10/01/2019,17:49,Credit card,9.386365638,4.3
376-56-9458,C,Mandalay,Normal,Female,Food and beverages,65.1,1,3.255,68.355,21/09/2019,15:40,Cash,1.97,8.2
324-62-7261,C,Mandalay,Normal,Female,Health and beauty,77.96,4,15.592,327.432,03/10/2019,14:58,Credit card,32.54,4.5
104-20-9292,C,Yangon,Member,Male,Food and beverages,27.21,10,13.605,285.705,03/11/2019,10:01,Credit card,23.74916565,4.8
799-27-9595,A,Yangon,Member,Female,Home and lifestyle,48.25,1,2.4125,50.6625,27/02/2019,15:46,Ewallet,5.117964789,4.6
280-44-8834,B,Mandalay,Normal,Male,Fashion accessories,14.65,1,0.7325,15.3825,14/08/2019,15:31,Ewallet,1.21,9.1
383-65-1367,C,Yangon,Normal,Male,Health and beauty,50.18,2,5.018,105.378,27/05/2019,16:45,Ewallet,5.64,4.9
466-61-6649,B,Mandalay,Member,Male,Electronic accessories,41.61,4,8.322,174.762,23/11/2019,14:19,Cash,9.60507109,4.7
779-77-9769,C,Yangon,Normal,Male,Food and beverages,47.28,9,21.276,446.796,19/04/2019,14:16,Credit card,10.72,9.9
720-41-4476,C,Yangon,Normal,Male,Sports and travel,91.33,7,31.9655,671.2755,06/02/2019,13:01,Credit card,31.2,7
795-42-6792,C,Yangon,Normal,Male,Electronic accessories,58.4,10,29.2,613.2,23/05/2019,12:04,Credit card,13.45,5.1
398-53-1607,C,Yangon,Normal,Female,Health and beauty,13.04,4,2.608,54.768,16/04/2019,16:42,Credit card,5.36,6.2
109-21-5816,C,Mandalay,Member,Female,Health and beauty,57.91,9,26.0595,547.2495,07/02/2019,13:58,Credit card,26.01345804,9.1
798-19-1565,B,Mandalay,Normal,Female,Fashion accessories,63.89,3,9.5835,201.2535,19/04/2019,20:37,Ewallet,13.43,9.7
816-95-7750,B,Yangon,Normal,Male,Food and beverages,28.87,6,8.661,181.881,22/10/2019,12:46,Credit card,7.89,4.2
263-23-3575,B,Mandalay,Normal,Female,Health and beauty,58.8,4,11.76,246.96,12/11/2019,11:07,Ewallet,0.9,9
631-49-9196,A,Yangon,Normal,Male,Health and beauty,47.31,3,7.0965,149.0265,23/06/2019,17:47,Cash,8.3,4
730-77-4962,C,Mandalay,Normal,Female,Food and beverages,39.99,3,5.9985,125.9685,11/11/2019,12:40,Credit card,4.44,9.2
730-44-8922,C,Naypyitaw,Normal,Female,Fashion accessories,76.36,7,26.726,561.246,31/01/2019,10:02,Cash,43.04,9.7
404-10-4498,B,Naypyitaw,Member,Female,Home and lifestyle,99.39,1,4.9695,104.3595,21/04/2019,14:19,Ewallet,2.955738867,9.7
250-20-3079,A,Naypyitaw,Normal,Male,Home and lifestyle,52.9,7,18.515,388.815,03/02/2019,15:26,Ewallet,29.79,8.7
562-75-2966,A,Naypyitaw,Member,Female,Fashion accessories,77.01,9,34.6545,727.7445,14/02/2019,20:36,Ewallet,60.00168785,8.7
162-91-2076,C,Mandalay,Member,Female,Sports and travel,94.03,6,28.209,592.389,21/02/2019,11:40,Credit card,10.7368992,6.3
859-38-3813,B,Yangon,Member,Male,Food and beverages,51.73,4,10.346,217.266,16/03/2019,13:18,Credit card,5.741876954,10
807-26-6261,B,Naypyitaw,Normal,Female,Home and lifestyle,39.44,3,5.916,124.236,12/09/2019,19:07,Credit card,4.78,9.3
985-87-6062,A,Yangon,Member,Male,Health and beauty,66.98,10,33.49,703.29,13/06/2019,10:12,Ewallet,63.14878925,5.8
549-83-5097,B,Yangon,Normal,Female,Health and beauty,95.31,4,19.062,400.302,01/12/2019,19:42,Ewallet,4.73,4.5
442-93-3139,A,Yangon,Normal,Female,Fashion accessories,99.48,10,49.74,1044.54,28/02/2019,20:50,Credit card,85.03,4.3
583-51-6971,C,Yangon,Member,Male,Home and lifestyle,82.77,9,37.2465,782.1765,19/07/2019,15:06,Credit card,44.48533674,7.1
787-72-8606,A,Yangon,Normal,Female,Sports and travel,96.98,3,14.547,305.487,25/08/2019,11:23,Ewallet,13.13,4.8
161-18-6859,A,Yangon,Member,Female,Food and beverages,73.43,4,14.686,308.406,31/10/2019,18:04,Ewallet,4.253167476,7
613-25-9056,A,Naypyitaw,Normal,Female,Sports and travel,26.38,1,1.319,27.699,16/08/2019,17:16,Ewallet,0.03,6.3
767-29-4450,C,Naypyitaw,Member,Male,Health and beauty,26.86,8,10.744,225.624,23/05/2019,11:22,Credit card,16.44132239,7.8
822-18-8591,B,Mandalay,Member,Male,Food and beverages,85.02,4,17.004,357.084,10/04/2019,15:54,Credit card,39.13067475,7.4
849-89-2974,B,Mandalay,Member,Female,Electronic accessories,92.39,10,46.195,970.095,27/12/2019,13:29,Ewallet,87.99262168,6.9
458-55-6211,B,Yangon,Member,Female,Sports and travel,90.41,4,18.082,379.722,01/02/2019,15:18,Credit card,28.03319652,8.6
540-46-6000,B,Yangon,Normal,Male,Food and beverages,69.01,8,27.604,579.684,13/12/2019,20:46,Credit card,44.63,4.5
493-73-7019,A,Yangon,Normal,Female,Food and beverages,97.34,2,9.734,204.414,18/06/2019,16:08,Credit card,4.85,7.1
183-53-1579,C,Yangon,Member,Male,Fashion accessories,12.08,5,3.02,63.42,09/11/2019,12:58,Credit card,9.885803615,5.4
327-87-2642,A,Mandalay,Normal,Male,Health and beauty,68.97,1,3.4485,72.4185,04/12/2019,12:58,Credit card,4.78,5.4
763-86-4760,A,Yangon,Normal,Female,Electronic accessories,35.76,10,17.88,375.48,20/10/2019,16:23,Ewallet,9.95,5.7
356-77-4050,C,Yangon,Normal,Female,Food and beverages,72.22,6,21.666,454.986,24/02/2019,17:08,Credit card,7.88,8.9
642-47-5875,C,Yangon,Normal,Female,Electronic accessories,63.56,6,19.068,400.428,14/12/2019,19:30,Credit card,4.73,7.7
671-71-8790,A,Mandalay,Normal,Female,Electronic accessories,70.06,10,35.03,735.63,19/08/2019,13:59,Credit card,67.74,8.9
319-91-4152,C,Naypyitaw,Normal,Male,Home and lifestyle,30.77,7,10.7695,226.1595,16/12/2019,16:19,Credit card,6.29,6.7
937-51-8711,A,Yangon,Normal,Male,Health and beauty,33.11,7,11.5885,243.3585,23/12/2019,10:33,Credit card,23.48,6.7
842-91-4974,C,Yangon,Member,Male,Electronic accessories,19.01,10,9.505,199.605,22/02/2019,20:14,Credit card,15.86530368,7.7
422-86-8602,A,Yangon,Member,Male,Fashion accessories,31.14,7,10.899,228.879,12/06/2019,14:06,Credit card,13.25764838,6
358-22-1681,B,Mandalay,Member,Male,Fashion accessories,24.65,4,4.93,103.53,07/09/2019,19:31,Cash,4.103862037,4.3
618-52-9635,B,Mandalay,Member,Male,Electronic accessories,14.32,6,4.296,90.216,23/01/2019,17:47,Ewallet,13.46847626,7.5
570-44-3342,C,Yangon,Member,Male,Electronic accessories,56.53,1,2.8265,59.3565,06/08/2019,12:08,Credit card,8.214496635,4.1
600-37-7623,C,Mandalay,Normal,Male,Electronic accessories,36.01,7,12.6035,264.6735,08/07/2019,20:13,Cash,21.62,7.9
311-88-6196,B,Yangon,Member,Male,Fashion accessories,99.09,2,9.909,208.089,19/07/2019,13:44,Credit card,15.67881152,8.1
961-88-4042,C,Naypyitaw,Member,Male,Sports and travel,75.08,8,30.032,630.672,18/11/2019,16:34,Credit card,26.37015777,8.6
904-42-7481,B,Yangon,Normal,Male,Health and beauty,99.96,7,34.986,734.706,18/11/2019,10:46,Cash,34.25,8.1
156-62-7379,C,Naypyitaw,Member,Male,Health and beauty,62.25,1,3.1125,65.3625,05/11/2019,20:35,Credit card,9.527784546,6.5
223-14-9884,A,Naypyitaw,Normal,Male,Electronic accessories,71.77,10,35.885,753.585,02/03/2019,17:11,Credit card,70.85,7
400-54-2027,B,Mandalay,Member,Female,Fashion accessories,99.85,9,44.9325,943.5825,29/12/2019,17:27,Ewallet,77.23543559,4.8
287-26-1990,C,Naypyitaw,Member,Male,Home and lifestyle,65.7,3,9.855,206.955,12/11/2019,20:04,Credit card,5.035410423,7.3
776-30-5740,A,Naypyitaw,Member,Female,Food and beverages,36.05,1,1.8025,37.8525,27/10/2019,12:20,Ewallet,6.887285138,4.4
150-14-1853,A,Yangon,Normal,Male,Food and beverages,15.12,1,0.756,15.876,10/10/2019,15:59,Credit card,0.5,4.3
916-62-2573,A,Yangon,Member,Male,Fashion accessories,35.93,6,10.779,226.359,18/11/2019,17:30,Credit card,11.4582936,10
806-12-3657,A,Mandalay,Member,Female,Home and lifestyle,58.76,9,26.442,555.282,03/05/2019,13:46,Ewallet,28.69028748,7.8
209-26-2858,B,Naypyitaw,Member,Male,Food and beverages,95.56,2,9.556,200.676,25/03/2019,20:40,Credit card,20.02498537,4.6
886-98-4152,B,Yangon,Normal,Male,Fashion accessories,98.45,9,44.3025,930.3525,19/09/2019,12:27,Ewallet,17.05,6.4
326-74-6380,A,Naypyitaw,Normal,Male,Food and beverages,20.21,9,9.0945,190.9845,29/03/2019,17:36,Credit card,3.87,8.1
575-34-9651,C,Yangon,Member,Male,Food and beverages,28.65,7,10.0275,210.5775,21/08/2019,18:01,Cash,22.82183307,7.8
427-92-9996,B,Yangon,Normal,Female,Electronic accessories,79.25,5,19.8125,416.0625,02/05/2019,13:48,Credit card,30.77,5.5
505-87-1771,A,Naypyitaw,Member,Female,Electronic accessories,40.25,10,20.125,422.625,09/11/2019,11:29,Ewallet,21.80353615,4
100-90-1017,C,Mandalay,Member,Female,Food and beverages,41.14,9,18.513,388.773,28/02/2019,12:40,Cash,32.75431449,5.1
669-28-2854,C,Yangon,Normal,Female,Health and beauty,92.82,4,18.564,389.844,08/06/2019,12:46,Cash,3.3,8.8
451-49-4093,A,Mandalay,Member,Male,Sports and travel,49.92,9,22.464,471.744,17/03/2019,18:58,Cash,30.38197986,9.9
808-86-1292,B,Yangon,Normal,Female,Food and beverages,72.48,4,14.496,304.416,19/11/2019,17:16,Ewallet,16.23,7.3
313-79-9190,C,Yangon,Normal,Female,Fashion accessories,34.19,9,15.3855,323.0955,08/01/2019,10:31,Ewallet,10.77,7.9
206-72-5633,A,Yangon,Member,Male,Fashion accessories,31.31,10,15.655,328.755,29/11/2019,18:41,Ewallet,32.27976225,9
946-24-5839,A,Yangon,Normal,Male,Food and beverages,18.12,5,4.53,95.13,13/11/2019,18:10,Cash,1.16,6.3
613-66-3048,C,Naypyitaw,Member,Male,Electronic accessories,31.02,9,13.959,293.139,01/03/2019,15:01,Cash,8.416921967,5.1
860-29-5754,C,Yangon,Member,Female,Home and lifestyle,50.54,3,7.581,159.201,24/08/2019,16:19,Credit card,20.37772804,8.8
664-80-9584,A,Mandalay,Member,Male,Electronic accessories,33.33,5,8.3325,174.9825,09/06/2019,15:27,Credit card,4.365144855,9.7
642-21-4864,C,Yangon,Normal,Female,Home and lifestyle,64.55,7,22.5925,474.4425,03/11/2019,14:11,Ewallet,0.18,8.8
586-57-6142,C,Mandalay,Normal,Female,Home and lifestyle,36.35,10,18.175,381.675,24/09/2019,10:29,Cash,8.53,4.9
597-75-3581,C,Naypyitaw,Member,Male,Sports and travel,44.13,5,11.0325,231.6825,02/05/2019,20:19,Credit card,6.008211623,4.8
210-86-7674,C,Naypyitaw,Member,Female,Electronic accessories,70.23,10,35.115,737.415,01/09/2019,11:09,Ewallet,20.97650694,6.1
979-58-3725,C,Yangon,Member,Female,Health and beauty,69.08,1,3.454,72.534,18/12/2019,16:44,Ewallet,2.755500046,9.7
400-31-4203,C,Naypyitaw,Normal,Female,Fashion accessories,28.66,7,10.031,210.651,09/07/2019,15:53,Ewallet,15.51,7.9
